216.34.210.210 - - [14/Aug/2023:00:00:51 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 400  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
24.75.146.171 - - [14/Aug/2023:01:55:50 +0300] "PATCH /forum/openforums.org HTTP/2" 400  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
121.214.164.218 - - [14/Aug/2023:01:56:45 +0300] "GET /downloads HTTP/1.1" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
246.90.135.207 - - [14/Aug/2023:01:57:35 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 401  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
82.182.153.39 - - [14/Aug/2023:01:58:33 +0300] "PUT /c/csharp.gcc HTTP/2" 501  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
51.203.180.109 - - [14/Aug/2023:01:59:57 +0300] "DELETE /c/csharp.gcc HTTP/2" 200  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
170.206.127.204 - - [14/Aug/2023:02:00:53 +0300] "DELETE /main/yandex.ru HTTP/1.0" 401  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
231.190.94.219 - - [14/Aug/2023:02:01:56 +0300] "DELETE /downloads HTTP/1.1" 503  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
107.14.73.143 - - [14/Aug/2023:02:03:17 +0300] "GET /c/csharp.gcc HTTP/2" 400  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
92.159.144.34 - - [14/Aug/2023:02:04:19 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
133.233.130.95 - - [14/Aug/2023:02:05:10 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 201  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
140.67.186.179 - - [14/Aug/2023:02:06:31 +0300] "POST /google.com HTTP/1.0" 400  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
154.78.31.113 - - [14/Aug/2023:02:07:26 +0300] "POST /google.com HTTP/1.0" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
195.73.74.194 - - [14/Aug/2023:02:08:40 +0300] "PATCH /google.com HTTP/1.1" 401  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
126.178.103.127 - - [14/Aug/2023:02:09:58 +0300] "GET /forum/openforums.org HTTP/1.0" 201  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
42.112.252.194 - - [14/Aug/2023:02:11:04 +0300] "POST /google.com HTTP/1.1" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
214.228.190.154 - - [14/Aug/2023:02:12:21 +0300] "DELETE /downloads HTTP/1.1" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
20.175.216.134 - - [14/Aug/2023:02:13:45 +0300] "POST /forum/openforums.org HTTP/2" 404  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
87.51.104.200 - - [14/Aug/2023:02:14:42 +0300] "GET /forum/openforums.org HTTP/1.0" 200  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
102.74.76.237 - - [14/Aug/2023:02:15:54 +0300] "GET /google.com HTTP/1.1" 400  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
23.156.208.34 - - [14/Aug/2023:02:17:07 +0300] "DELETE /google.com HTTP/1.0" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
227.218.61.60 - - [14/Aug/2023:02:18:05 +0300] "PUT /forum/openforums.org HTTP/1.1" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
186.50.8.139 - - [14/Aug/2023:02:19:30 +0300] "PUT /downloads HTTP/2" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
43.229.21.13 - - [14/Aug/2023:02:20:42 +0300] "PATCH /main/yandex.ru HTTP/1.1" 400  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
139.117.247.242 - - [14/Aug/2023:02:22:07 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 503  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
17.41.49.216 - - [14/Aug/2023:02:23:06 +0300] "GET /google.com HTTP/1.1" 201  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
122.229.79.254 - - [14/Aug/2023:02:23:56 +0300] "PATCH /downloads HTTP/1.0" 400  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
125.196.31.138 - - [14/Aug/2023:02:25:10 +0300] "GET /google.com HTTP/2" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
106.230.56.42 - - [14/Aug/2023:02:26:29 +0300] "POST /google.com HTTP/2" 200  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
243.76.186.174 - - [14/Aug/2023:02:27:38 +0300] "PATCH /google.com HTTP/1.1" 401  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
202.62.252.124 - - [14/Aug/2023:02:28:56 +0300] "PATCH /google.com HTTP/2" 501  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
126.186.131.81 - - [14/Aug/2023:02:30:10 +0300] "PUT /c/csharp.gcc HTTP/1.0" 400  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
54.126.169.110 - - [14/Aug/2023:02:31:10 +0300] "DELETE /c/csharp.gcc HTTP/1.1" 503  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
176.149.223.248 - - [14/Aug/2023:02:32:08 +0300] "POST /google.com HTTP/1.1" 500  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
56.97.79.107 - - [14/Aug/2023:02:33:24 +0300] "POST /c/csharp.gcc HTTP/2" 404  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
23.79.25.96 - - [14/Aug/2023:02:34:15 +0300] "PATCH /google.com HTTP/1.1" 500  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
79.177.199.77 - - [14/Aug/2023:02:35:16 +0300] "PUT /google.com HTTP/2" 401  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
96.137.62.27 - - [14/Aug/2023:02:36:14 +0300] "DELETE /main/yandex.ru HTTP/2" 403  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
24.2.199.25 - - [14/Aug/2023:02:37:33 +0300] "PATCH /google.com HTTP/1.1" 501  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
72.126.194.215 - - [14/Aug/2023:02:38:25 +0300] "GET /google.com HTTP/2" 401  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
151.81.198.108 - - [14/Aug/2023:02:39:37 +0300] "DELETE /google.com HTTP/2" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
5.73.6.116 - - [14/Aug/2023:02:40:46 +0300] "PATCH /c/csharp.gcc HTTP/2" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
132.174.104.182 - - [14/Aug/2023:02:42:12 +0300] "POST /main/yandex.ru HTTP/2" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
184.160.187.1 - - [14/Aug/2023:02:43:17 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
210.161.209.205 - - [14/Aug/2023:02:44:28 +0300] "DELETE /main/yandex.ru HTTP/1.1" 502  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
42.82.117.115 - - [14/Aug/2023:02:45:44 +0300] "PUT /downloads HTTP/1.1" 200  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
208.205.60.17 - - [14/Aug/2023:02:47:10 +0300] "PUT /forum/openforums.org HTTP/2" 200  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
18.252.70.52 - - [14/Aug/2023:02:48:09 +0300] "PATCH /downloads HTTP/1.1" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
45.57.131.163 - - [14/Aug/2023:02:49:23 +0300] "DELETE /google.com HTTP/1.0" 400  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
67.60.99.102 - - [14/Aug/2023:02:50:47 +0300] "POST /google.com HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
200.106.34.117 - - [14/Aug/2023:02:51:56 +0300] "POST /google.com HTTP/1.0" 401  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
214.50.107.48 - - [14/Aug/2023:02:53:13 +0300] "POST /main/yandex.ru HTTP/2" 401  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
69.208.8.78 - - [14/Aug/2023:02:54:07 +0300] "POST /downloads HTTP/2" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
235.86.212.31 - - [14/Aug/2023:02:55:06 +0300] "GET /main/yandex.ru HTTP/1.1" 200  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
217.71.237.100 - - [14/Aug/2023:02:56:08 +0300] "PATCH /forum/openforums.org HTTP/1.0" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
156.118.249.204 - - [14/Aug/2023:02:57:09 +0300] "DELETE /forum/openforums.org HTTP/1.1" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
55.28.224.77 - - [14/Aug/2023:02:58:03 +0300] "GET /forum/openforums.org HTTP/1.1" 503  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
191.157.92.93 - - [14/Aug/2023:02:59:22 +0300] "GET /c/csharp.gcc HTTP/2" 501  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
218.12.74.247 - - [14/Aug/2023:03:00:44 +0300] "DELETE /forum/openforums.org HTTP/2" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
144.222.8.214 - - [14/Aug/2023:03:01:35 +0300] "GET /downloads HTTP/2" 404  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
121.8.167.154 - - [14/Aug/2023:03:02:35 +0300] "POST /forum/openforums.org HTTP/1.1" 404  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
174.71.193.213 - - [14/Aug/2023:03:03:37 +0300] "PUT /downloads HTTP/1.1" 401  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
130.31.217.36 - - [14/Aug/2023:03:04:52 +0300] "PUT /forum/openforums.org HTTP/2" 401  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
254.66.41.124 - - [14/Aug/2023:03:05:43 +0300] "PATCH /main/yandex.ru HTTP/1.1" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
121.45.57.152 - - [14/Aug/2023:03:06:50 +0300] "POST /forum/openforums.org HTTP/1.0" 201  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
32.179.135.40 - - [14/Aug/2023:03:08:07 +0300] "GET /google.com HTTP/1.0" 403  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
213.114.55.42 - - [14/Aug/2023:03:09:18 +0300] "PUT /downloads HTTP/1.1" 501  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
146.99.253.15 - - [14/Aug/2023:03:10:16 +0300] "POST /google.com HTTP/2" 502  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
147.59.180.158 - - [14/Aug/2023:03:11:42 +0300] "GET /google.com HTTP/1.0" 502  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
148.175.105.130 - - [14/Aug/2023:03:13:03 +0300] "POST /main/yandex.ru HTTP/2" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
64.237.2.245 - - [14/Aug/2023:03:13:53 +0300] "PATCH /downloads HTTP/2" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
161.58.156.50 - - [14/Aug/2023:03:14:54 +0300] "POST /google.com HTTP/2" 403  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
55.42.118.41 - - [14/Aug/2023:03:16:09 +0300] "PUT /c/csharp.gcc HTTP/1.0" 502  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
134.103.11.108 - - [14/Aug/2023:03:17:21 +0300] "GET /downloads HTTP/1.1" 200  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
3.80.225.125 - - [14/Aug/2023:03:18:37 +0300] "DELETE /downloads HTTP/1.0" 502  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
76.70.159.32 - - [14/Aug/2023:03:19:52 +0300] "PUT /downloads HTTP/2" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
188.139.236.95 - - [14/Aug/2023:03:20:58 +0300] "PUT /c/csharp.gcc HTTP/1.0" 501  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
114.233.41.252 - - [14/Aug/2023:03:22:07 +0300] "GET /downloads HTTP/1.0" 500  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
250.2.91.197 - - [14/Aug/2023:03:23:12 +0300] "POST /forum/openforums.org HTTP/1.1" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
164.166.41.39 - - [14/Aug/2023:03:24:27 +0300] "PUT /downloads HTTP/1.0" 200  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
137.21.186.154 - - [14/Aug/2023:03:25:25 +0300] "PUT /forum/openforums.org HTTP/1.0" 403  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
72.212.200.196 - - [14/Aug/2023:03:26:48 +0300] "DELETE /c/csharp.gcc HTTP/1.1" 503  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
39.174.56.80 - - [14/Aug/2023:03:28:00 +0300] "PATCH /forum/openforums.org HTTP/2" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
21.219.94.153 - - [14/Aug/2023:03:28:53 +0300] "POST /forum/openforums.org HTTP/2" 404  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
17.241.98.171 - - [14/Aug/2023:03:29:45 +0300] "DELETE /c/csharp.gcc HTTP/1.1" 503  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
232.136.58.16 - - [14/Aug/2023:03:30:43 +0300] "DELETE /main/yandex.ru HTTP/1.0" 500  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
254.63.212.77 - - [14/Aug/2023:03:31:58 +0300] "PATCH /downloads HTTP/2" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
157.241.165.88 - - [14/Aug/2023:03:33:17 +0300] "PUT /downloads HTTP/1.1" 403  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
93.102.206.235 - - [14/Aug/2023:03:34:38 +0300] "POST /main/yandex.ru HTTP/1.0" 403  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
216.113.159.88 - - [14/Aug/2023:03:35:33 +0300] "POST /main/yandex.ru HTTP/1.0" 200  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
6.50.77.240 - - [14/Aug/2023:03:36:50 +0300] "PATCH /google.com HTTP/1.1" 501  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
65.57.143.210 - - [14/Aug/2023:03:37:40 +0300] "GET /downloads HTTP/1.1" 201  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
133.40.190.75 - - [14/Aug/2023:03:38:42 +0300] "GET /downloads HTTP/1.0" 503  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
96.12.214.202 - - [14/Aug/2023:03:40:06 +0300] "PATCH /downloads HTTP/1.1" 200  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
245.221.35.191 - - [14/Aug/2023:03:41:05 +0300] "DELETE /google.com HTTP/1.0" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
244.14.176.251 - - [14/Aug/2023:03:42:18 +0300] "POST /downloads HTTP/2" 503  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
62.202.240.122 - - [14/Aug/2023:03:43:13 +0300] "PUT /downloads HTTP/2" 501  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
137.142.161.161 - - [14/Aug/2023:03:44:24 +0300] "POST /forum/openforums.org HTTP/1.0" 201  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
109.147.252.239 - - [14/Aug/2023:03:45:50 +0300] "GET /main/yandex.ru HTTP/2" 403  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
114.56.63.42 - - [14/Aug/2023:03:46:46 +0300] "POST /google.com HTTP/1.0" 500  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
