239.111.232.29 - - [13/Aug/2023:00:01:01 +0300] "POST /main/yandex.ru HTTP/1.1" 200  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
142.144.129.94 - - [13/Aug/2023:03:52:52 +0300] "POST /forum/openforums.org HTTP/1.0" 501  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
220.60.54.109 - - [13/Aug/2023:03:54:16 +0300] "DELETE /google.com HTTP/1.0" 201  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
98.107.125.91 - - [13/Aug/2023:03:55:30 +0300] "POST /c/csharp.gcc HTTP/1.1" 201  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
36.172.234.105 - - [13/Aug/2023:03:56:45 +0300] "DELETE /forum/openforums.org HTTP/2" 401  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
122.164.162.40 - - [13/Aug/2023:03:57:50 +0300] "DELETE /c/csharp.gcc HTTP/1.1" 500  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
202.181.25.97 - - [13/Aug/2023:03:59:10 +0300] "POST /main/yandex.ru HTTP/1.0" 501  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
127.24.140.83 - - [13/Aug/2023:04:00:34 +0300] "PUT /c/csharp.gcc HTTP/1.0" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
154.254.147.47 - - [13/Aug/2023:04:01:39 +0300] "DELETE /forum/openforums.org HTTP/1.1" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
20.179.53.177 - - [13/Aug/2023:04:02:42 +0300] "POST /main/yandex.ru HTTP/1.0" 404  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
107.190.200.88 - - [13/Aug/2023:04:03:58 +0300] "PATCH /downloads HTTP/1.0" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
248.218.119.129 - - [13/Aug/2023:04:04:57 +0300] "POST /google.com HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
17.55.232.126 - - [13/Aug/2023:04:06:22 +0300] "DELETE /main/yandex.ru HTTP/2" 400  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
100.148.190.68 - - [13/Aug/2023:04:07:19 +0300] "GET /c/csharp.gcc HTTP/1.0" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
169.41.153.106 - - [13/Aug/2023:04:08:37 +0300] "DELETE /google.com HTTP/2" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
101.177.237.47 - - [13/Aug/2023:04:09:59 +0300] "PATCH /downloads HTTP/1.0" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
140.235.137.218 - - [13/Aug/2023:04:11:11 +0300] "GET /downloads HTTP/1.0" 500  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
133.24.239.124 - - [13/Aug/2023:04:12:37 +0300] "PUT /google.com HTTP/1.0" 403  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
155.141.184.60 - - [13/Aug/2023:04:13:51 +0300] "GET /forum/openforums.org HTTP/2" 401  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
149.89.121.130 - - [13/Aug/2023:04:15:15 +0300] "GET /c/csharp.gcc HTTP/1.0" 500  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
202.216.22.10 - - [13/Aug/2023:04:16:28 +0300] "GET /c/csharp.gcc HTTP/1.1" 200  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
140.65.236.246 - - [13/Aug/2023:04:17:21 +0300] "DELETE /main/yandex.ru HTTP/1.0" 400  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
30.63.168.181 - - [13/Aug/2023:04:18:14 +0300] "PUT /google.com HTTP/1.0" 500  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
205.40.149.76 - - [13/Aug/2023:04:19:39 +0300] "PUT /forum/openforums.org HTTP/1.0" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
169.187.145.86 - - [13/Aug/2023:04:20:45 +0300] "DELETE /main/yandex.ru HTTP/2" 400  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
126.12.110.144 - - [13/Aug/2023:04:22:10 +0300] "PUT /main/yandex.ru HTTP/2" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
240.39.96.33 - - [13/Aug/2023:04:23:21 +0300] "GET /main/yandex.ru HTTP/1.0" 401  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
213.36.73.32 - - [13/Aug/2023:04:24:38 +0300] "GET /downloads HTTP/2" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
157.28.154.72 - - [13/Aug/2023:04:25:57 +0300] "DELETE /main/yandex.ru HTTP/1.1" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
66.69.113.181 - - [13/Aug/2023:04:27:06 +0300] "POST /c/csharp.gcc HTTP/2" 500  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
203.87.174.155 - - [13/Aug/2023:04:28:14 +0300] "PUT /main/yandex.ru HTTP/1.1" 404  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
171.150.223.179 - - [13/Aug/2023:04:29:18 +0300] "GET /downloads HTTP/1.0" 500  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
159.235.117.178 - - [13/Aug/2023:04:30:40 +0300] "PATCH /forum/openforums.org HTTP/2" 201  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
159.219.156.59 - - [13/Aug/2023:04:31:30 +0300] "PUT /c/csharp.gcc HTTP/1.1" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
203.163.34.55 - - [13/Aug/2023:04:32:25 +0300] "POST /main/yandex.ru HTTP/1.1" 500  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
47.100.132.55 - - [13/Aug/2023:04:33:32 +0300] "GET /forum/openforums.org HTTP/2" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
49.55.27.131 - - [13/Aug/2023:04:34:43 +0300] "DELETE /google.com HTTP/1.0" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
175.127.3.166 - - [13/Aug/2023:04:35:52 +0300] "POST /downloads HTTP/1.1" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
87.85.187.66 - - [13/Aug/2023:04:36:42 +0300] "POST /c/csharp.gcc HTTP/2" 201  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
136.133.79.251 - - [13/Aug/2023:04:37:37 +0300] "GET /downloads HTTP/2" 400  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
204.105.193.56 - - [13/Aug/2023:04:38:34 +0300] "DELETE /c/csharp.gcc HTTP/1.1" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
133.224.23.216 - - [13/Aug/2023:04:39:28 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 500  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
111.73.73.105 - - [13/Aug/2023:04:40:18 +0300] "PUT /c/csharp.gcc HTTP/1.1" 503  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
31.34.41.85 - - [13/Aug/2023:04:41:10 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 401  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
242.9.194.242 - - [13/Aug/2023:04:42:28 +0300] "GET /downloads HTTP/1.1" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
130.36.174.32 - - [13/Aug/2023:04:43:40 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 500  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
134.99.151.34 - - [13/Aug/2023:04:44:39 +0300] "DELETE /main/yandex.ru HTTP/1.0" 404  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
109.33.42.41 - - [13/Aug/2023:04:45:58 +0300] "POST /c/csharp.gcc HTTP/1.1" 503  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
133.1.131.50 - - [13/Aug/2023:04:46:53 +0300] "POST /downloads HTTP/1.0" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
31.21.185.188 - - [13/Aug/2023:04:47:58 +0300] "PATCH /downloads HTTP/2" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
181.125.19.61 - - [13/Aug/2023:04:49:07 +0300] "PATCH /google.com HTTP/2" 400  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
123.163.64.102 - - [13/Aug/2023:04:50:16 +0300] "GET /google.com HTTP/1.0" 503  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
139.78.122.233 - - [13/Aug/2023:04:51:29 +0300] "DELETE /forum/openforums.org HTTP/1.0" 501  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
89.183.190.14 - - [13/Aug/2023:04:52:38 +0300] "GET /main/yandex.ru HTTP/1.0" 400  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
36.154.108.74 - - [13/Aug/2023:04:53:54 +0300] "POST /google.com HTTP/1.0" 400  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
37.88.85.130 - - [13/Aug/2023:04:54:48 +0300] "PUT /main/yandex.ru HTTP/1.1" 500  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
22.68.23.44 - - [13/Aug/2023:04:56:03 +0300] "DELETE /main/yandex.ru HTTP/2" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
168.211.208.148 - - [13/Aug/2023:04:57:14 +0300] "DELETE /downloads HTTP/1.0" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
38.81.17.65 - - [13/Aug/2023:04:58:31 +0300] "GET /main/yandex.ru HTTP/1.0" 201  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
25.100.53.211 - - [13/Aug/2023:04:59:41 +0300] "POST /google.com HTTP/1.1" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
37.167.134.164 - - [13/Aug/2023:05:01:05 +0300] "PATCH /downloads HTTP/2" 403  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
120.246.80.98 - - [13/Aug/2023:05:02:01 +0300] "POST /main/yandex.ru HTTP/1.1" 201  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
2.227.98.58 - - [13/Aug/2023:05:03:18 +0300] "PATCH /downloads HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
47.160.51.56 - - [13/Aug/2023:05:04:15 +0300] "PATCH /forum/openforums.org HTTP/1.1" 400  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
109.75.42.86 - - [13/Aug/2023:05:05:21 +0300] "GET /downloads HTTP/1.1" 501  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
12.14.89.6 - - [13/Aug/2023:05:06:12 +0300] "PATCH /forum/openforums.org HTTP/2" 200  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
81.66.236.185 - - [13/Aug/2023:05:07:22 +0300] "GET /c/csharp.gcc HTTP/2" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
113.229.23.15 - - [13/Aug/2023:05:08:18 +0300] "POST /main/yandex.ru HTTP/1.1" 403  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
17.120.95.4 - - [13/Aug/2023:05:09:14 +0300] "PATCH /google.com HTTP/1.0" 404  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
121.121.125.33 - - [13/Aug/2023:05:10:09 +0300] "GET /downloads HTTP/1.1" 501  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
236.195.56.12 - - [13/Aug/2023:05:11:32 +0300] "GET /downloads HTTP/1.1" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
87.162.14.43 - - [13/Aug/2023:05:12:40 +0300] "GET /google.com HTTP/2" 401  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
199.139.175.137 - - [13/Aug/2023:05:14:06 +0300] "PUT /c/csharp.gcc HTTP/2" 201  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
43.236.127.125 - - [13/Aug/2023:05:15:15 +0300] "PATCH /forum/openforums.org HTTP/1.1" 500  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
110.74.5.233 - - [13/Aug/2023:05:16:08 +0300] "POST /forum/openforums.org HTTP/1.0" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
79.169.68.213 - - [13/Aug/2023:05:17:04 +0300] "DELETE /forum/openforums.org HTTP/1.0" 401  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
158.146.221.24 - - [13/Aug/2023:05:17:56 +0300] "POST /downloads HTTP/1.1" 401  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
221.133.88.214 - - [13/Aug/2023:05:19:02 +0300] "DELETE /downloads HTTP/2" 501  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
46.22.127.30 - - [13/Aug/2023:05:20:09 +0300] "POST /c/csharp.gcc HTTP/1.0" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
146.84.117.164 - - [13/Aug/2023:05:21:15 +0300] "GET /forum/openforums.org HTTP/2" 201  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
168.134.33.119 - - [13/Aug/2023:05:22:19 +0300] "POST /google.com HTTP/1.1" 500  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
236.216.42.175 - - [13/Aug/2023:05:23:31 +0300] "GET /main/yandex.ru HTTP/2" 503  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
159.51.172.108 - - [13/Aug/2023:05:24:35 +0300] "GET /forum/openforums.org HTTP/1.0" 503  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
160.119.135.218 - - [13/Aug/2023:05:25:46 +0300] "PUT /main/yandex.ru HTTP/1.1" 503  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
123.106.113.207 - - [13/Aug/2023:05:26:53 +0300] "DELETE /c/csharp.gcc HTTP/1.1" 501  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
78.230.105.201 - - [13/Aug/2023:05:27:45 +0300] "PUT /forum/openforums.org HTTP/1.1" 400  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
125.175.123.61 - - [13/Aug/2023:05:28:44 +0300] "PATCH /main/yandex.ru HTTP/1.0" 400  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
222.84.197.17 - - [13/Aug/2023:05:30:05 +0300] "POST /google.com HTTP/1.0" 201  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
15.230.107.19 - - [13/Aug/2023:05:31:15 +0300] "DELETE /google.com HTTP/2" 403  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
106.55.232.45 - - [13/Aug/2023:05:32:28 +0300] "PUT /google.com HTTP/1.1" 400  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
252.4.203.79 - - [13/Aug/2023:05:33:22 +0300] "POST /main/yandex.ru HTTP/2" 503  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
226.240.110.215 - - [13/Aug/2023:05:34:12 +0300] "GET /c/csharp.gcc HTTP/1.0" 401  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
97.50.147.115 - - [13/Aug/2023:05:35:27 +0300] "GET /main/yandex.ru HTTP/2" 200  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
74.14.237.235 - - [13/Aug/2023:05:36:42 +0300] "GET /forum/openforums.org HTTP/2" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
29.254.211.53 - - [13/Aug/2023:05:37:35 +0300] "PUT /main/yandex.ru HTTP/1.0" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
54.245.31.130 - - [13/Aug/2023:05:38:47 +0300] "POST /main/yandex.ru HTTP/1.0" 403  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
213.220.165.64 - - [13/Aug/2023:05:40:00 +0300] "PUT /forum/openforums.org HTTP/2" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
187.228.253.20 - - [13/Aug/2023:05:41:10 +0300] "PATCH /downloads HTTP/1.0" 404  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
49.46.8.52 - - [13/Aug/2023:05:42:08 +0300] "DELETE /c/csharp.gcc HTTP/2" 200  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
170.139.195.132 - - [13/Aug/2023:05:43:05 +0300] "PUT /forum/openforums.org HTTP/1.0" 501  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
24.104.221.195 - - [13/Aug/2023:05:44:02 +0300] "PUT /main/yandex.ru HTTP/1.1" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
