88.148.59.116 - - [15/Aug/2023:00:01:11 +0300] "POST /forum/openforums.org HTTP/1.1" 502  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
122.228.207.108 - - [15/Aug/2023:01:53:38 +0300] "PATCH /google.com HTTP/1.1" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
244.89.69.116 - - [15/Aug/2023:01:54:38 +0300] "DELETE /c/csharp.gcc HTTP/1.1" 400  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
155.50.188.103 - - [15/Aug/2023:01:55:52 +0300] "POST /c/csharp.gcc HTTP/1.1" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
3.110.188.237 - - [15/Aug/2023:01:57:18 +0300] "GET /downloads HTTP/2" 503  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
150.170.183.206 - - [15/Aug/2023:01:58:24 +0300] "PATCH /downloads HTTP/1.1" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
145.117.123.249 - - [15/Aug/2023:01:59:50 +0300] "PUT /google.com HTTP/1.0" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
179.116.209.4 - - [15/Aug/2023:02:01:01 +0300] "DELETE /c/csharp.gcc HTTP/2" 401  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
176.213.203.22 - - [15/Aug/2023:02:02:06 +0300] "GET /forum/openforums.org HTTP/2" 400  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
252.242.65.201 - - [15/Aug/2023:02:03:06 +0300] "DELETE /forum/openforums.org HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
77.226.222.236 - - [15/Aug/2023:02:04:23 +0300] "PATCH /forum/openforums.org HTTP/2" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
206.234.16.86 - - [15/Aug/2023:02:05:26 +0300] "GET /main/yandex.ru HTTP/1.1" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
117.2.94.38 - - [15/Aug/2023:02:06:38 +0300] "PUT /c/csharp.gcc HTTP/1.0" 500  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
51.10.17.34 - - [15/Aug/2023:02:07:36 +0300] "GET /google.com HTTP/1.0" 403  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
211.176.186.213 - - [15/Aug/2023:02:08:30 +0300] "PATCH /c/csharp.gcc HTTP/2" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
224.167.67.189 - - [15/Aug/2023:02:09:31 +0300] "POST /main/yandex.ru HTTP/1.1" 503  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
127.101.73.252 - - [15/Aug/2023:02:10:37 +0300] "GET /main/yandex.ru HTTP/1.1" 200  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
120.71.201.28 - - [15/Aug/2023:02:11:39 +0300] "GET /downloads HTTP/1.1" 201  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
42.207.213.41 - - [15/Aug/2023:02:12:51 +0300] "GET /forum/openforums.org HTTP/1.0" 403  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
89.162.46.76 - - [15/Aug/2023:02:14:04 +0300] "GET /c/csharp.gcc HTTP/1.1" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
58.242.169.158 - - [15/Aug/2023:02:15:04 +0300] "POST /forum/openforums.org HTTP/2" 404  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
73.74.234.34 - - [15/Aug/2023:02:16:22 +0300] "DELETE /downloads HTTP/1.1" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
52.235.41.122 - - [15/Aug/2023:02:17:26 +0300] "PATCH /forum/openforums.org HTTP/1.0" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
193.202.235.93 - - [15/Aug/2023:02:18:33 +0300] "PUT /c/csharp.gcc HTTP/1.0" 501  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
183.86.205.95 - - [15/Aug/2023:02:19:49 +0300] "GET /c/csharp.gcc HTTP/1.0" 503  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
118.32.145.125 - - [15/Aug/2023:02:21:03 +0300] "DELETE /c/csharp.gcc HTTP/1.1" 401  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
193.111.96.26 - - [15/Aug/2023:02:22:12 +0300] "DELETE /google.com HTTP/2" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
213.90.130.195 - - [15/Aug/2023:02:23:38 +0300] "PUT /downloads HTTP/2" 500  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
116.236.231.137 - - [15/Aug/2023:02:24:48 +0300] "PATCH /google.com HTTP/2" 403  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
36.138.229.73 - - [15/Aug/2023:02:26:06 +0300] "DELETE /forum/openforums.org HTTP/2" 404  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
176.109.10.114 - - [15/Aug/2023:02:26:59 +0300] "DELETE /main/yandex.ru HTTP/1.0" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
103.102.222.223 - - [15/Aug/2023:02:27:51 +0300] "GET /forum/openforums.org HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
241.181.79.42 - - [15/Aug/2023:02:29:17 +0300] "PUT /main/yandex.ru HTTP/1.1" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
81.155.30.159 - - [15/Aug/2023:02:30:36 +0300] "GET /downloads HTTP/1.0" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
6.22.209.219 - - [15/Aug/2023:02:31:33 +0300] "PATCH /main/yandex.ru HTTP/1.1" 201  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
177.78.24.143 - - [15/Aug/2023:02:32:38 +0300] "GET /downloads HTTP/2" 503  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
242.55.52.2 - - [15/Aug/2023:02:33:58 +0300] "PUT /downloads HTTP/1.1" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
57.120.42.96 - - [15/Aug/2023:02:35:02 +0300] "DELETE /google.com HTTP/1.0" 403  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
178.54.128.85 - - [15/Aug/2023:02:36:22 +0300] "GET /c/csharp.gcc HTTP/1.1" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
198.145.146.109 - - [15/Aug/2023:02:37:39 +0300] "PUT /main/yandex.ru HTTP/1.1" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
234.34.243.176 - - [15/Aug/2023:02:38:56 +0300] "DELETE /forum/openforums.org HTTP/2" 500  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
67.175.187.230 - - [15/Aug/2023:02:40:10 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 201  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
155.129.71.209 - - [15/Aug/2023:02:41:26 +0300] "PUT /downloads HTTP/1.0" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
201.184.105.38 - - [15/Aug/2023:02:42:34 +0300] "PATCH /main/yandex.ru HTTP/2" 501  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
3.117.189.157 - - [15/Aug/2023:02:43:28 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 403  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
141.112.137.3 - - [15/Aug/2023:02:44:34 +0300] "POST /forum/openforums.org HTTP/2" 404  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
254.171.107.93 - - [15/Aug/2023:02:45:44 +0300] "PATCH /google.com HTTP/2" 401  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
167.37.111.140 - - [15/Aug/2023:02:46:38 +0300] "POST /downloads HTTP/2" 201  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
10.222.140.175 - - [15/Aug/2023:02:47:33 +0300] "PUT /forum/openforums.org HTTP/1.0" 403  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
7.239.65.55 - - [15/Aug/2023:02:48:34 +0300] "POST /google.com HTTP/1.1" 201  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
124.198.91.159 - - [15/Aug/2023:02:49:46 +0300] "POST /main/yandex.ru HTTP/2" 403  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
52.219.39.219 - - [15/Aug/2023:02:51:03 +0300] "DELETE /main/yandex.ru HTTP/1.1" 500  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
77.240.177.92 - - [15/Aug/2023:02:52:26 +0300] "PATCH /forum/openforums.org HTTP/2" 500  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
229.39.10.7 - - [15/Aug/2023:02:53:50 +0300] "GET /main/yandex.ru HTTP/1.0" 403  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
78.244.60.199 - - [15/Aug/2023:02:54:41 +0300] "GET /main/yandex.ru HTTP/1.0" 503  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
40.245.240.62 - - [15/Aug/2023:02:55:59 +0300] "PUT /downloads HTTP/1.1" 500  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
118.155.123.55 - - [15/Aug/2023:02:57:04 +0300] "PUT /google.com HTTP/1.1" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
160.37.29.193 - - [15/Aug/2023:02:58:08 +0300] "PUT /downloads HTTP/1.0" 401  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
151.15.15.241 - - [15/Aug/2023:02:59:26 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 200  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
18.221.206.76 - - [15/Aug/2023:03:00:44 +0300] "GET /google.com HTTP/2" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
226.157.70.46 - - [15/Aug/2023:03:02:04 +0300] "PATCH /downloads HTTP/1.0" 401  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
200.210.240.100 - - [15/Aug/2023:03:03:24 +0300] "DELETE /main/yandex.ru HTTP/1.1" 400  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
116.52.118.202 - - [15/Aug/2023:03:04:16 +0300] "PATCH /downloads HTTP/2" 404  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
131.231.191.131 - - [15/Aug/2023:03:05:15 +0300] "POST /google.com HTTP/2" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
157.36.173.230 - - [15/Aug/2023:03:06:07 +0300] "POST /forum/openforums.org HTTP/1.0" 401  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
47.252.147.247 - - [15/Aug/2023:03:07:07 +0300] "POST /main/yandex.ru HTTP/1.0" 400  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
227.58.35.213 - - [15/Aug/2023:03:08:28 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 400  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
208.184.220.36 - - [15/Aug/2023:03:09:26 +0300] "POST /google.com HTTP/2" 502  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
111.87.145.38 - - [15/Aug/2023:03:10:35 +0300] "PUT /c/csharp.gcc HTTP/1.1" 501  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
138.164.211.149 - - [15/Aug/2023:03:11:29 +0300] "POST /c/csharp.gcc HTTP/2" 501  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
7.209.97.201 - - [15/Aug/2023:03:12:31 +0300] "PUT /c/csharp.gcc HTTP/2" 500  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
35.241.162.240 - - [15/Aug/2023:03:13:47 +0300] "DELETE /forum/openforums.org HTTP/1.0" 501  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
19.236.85.231 - - [15/Aug/2023:03:15:00 +0300] "PUT /main/yandex.ru HTTP/2" 501  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
191.155.89.73 - - [15/Aug/2023:03:16:13 +0300] "POST /google.com HTTP/1.0" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
212.116.177.107 - - [15/Aug/2023:03:17:08 +0300] "PUT /main/yandex.ru HTTP/1.1" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
29.12.48.230 - - [15/Aug/2023:03:17:58 +0300] "DELETE /forum/openforums.org HTTP/1.1" 401  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
21.51.220.90 - - [15/Aug/2023:03:18:54 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 503  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
118.29.66.130 - - [15/Aug/2023:03:20:15 +0300] "GET /google.com HTTP/1.0" 500  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
81.78.52.44 - - [15/Aug/2023:03:21:15 +0300] "PATCH /google.com HTTP/1.0" 401  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
1.91.188.146 - - [15/Aug/2023:03:22:18 +0300] "PUT /forum/openforums.org HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
36.48.202.5 - - [15/Aug/2023:03:23:38 +0300] "GET /c/csharp.gcc HTTP/2" 403  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
170.179.165.117 - - [15/Aug/2023:03:24:54 +0300] "POST /downloads HTTP/1.0" 200  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
149.213.134.161 - - [15/Aug/2023:03:25:48 +0300] "PATCH /forum/openforums.org HTTP/1.1" 503  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
74.203.140.248 - - [15/Aug/2023:03:26:53 +0300] "DELETE /forum/openforums.org HTTP/1.0" 200  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
15.198.236.124 - - [15/Aug/2023:03:28:06 +0300] "PUT /c/csharp.gcc HTTP/1.1" 404  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
2.169.241.239 - - [15/Aug/2023:03:29:18 +0300] "PATCH /main/yandex.ru HTTP/1.0" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
91.141.43.169 - - [15/Aug/2023:03:30:27 +0300] "GET /main/yandex.ru HTTP/1.1" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
240.182.32.231 - - [15/Aug/2023:03:31:50 +0300] "POST /main/yandex.ru HTTP/2" 500  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
79.27.169.149 - - [15/Aug/2023:03:32:59 +0300] "DELETE /forum/openforums.org HTTP/1.1" 501  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
98.216.3.36 - - [15/Aug/2023:03:34:09 +0300] "POST /google.com HTTP/1.0" 500  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
196.15.200.166 - - [15/Aug/2023:03:35:09 +0300] "POST /google.com HTTP/1.0" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
172.178.73.62 - - [15/Aug/2023:03:36:08 +0300] "PUT /downloads HTTP/1.0" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
59.214.60.44 - - [15/Aug/2023:03:37:15 +0300] "GET /main/yandex.ru HTTP/1.1" 404  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
168.34.206.93 - - [15/Aug/2023:03:38:34 +0300] "GET /c/csharp.gcc HTTP/1.0" 201  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
16.231.39.42 - - [15/Aug/2023:03:40:00 +0300] "POST /main/yandex.ru HTTP/1.0" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
147.242.195.165 - - [15/Aug/2023:03:41:15 +0300] "GET /google.com HTTP/1.0" 201  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
44.217.185.196 - - [15/Aug/2023:03:42:22 +0300] "PATCH /downloads HTTP/2" 502  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
33.96.153.142 - - [15/Aug/2023:03:43:21 +0300] "PUT /google.com HTTP/1.0" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
172.8.223.246 - - [15/Aug/2023:03:44:16 +0300] "PUT /c/csharp.gcc HTTP/1.0" 503  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
197.14.218.233 - - [15/Aug/2023:03:45:20 +0300] "DELETE /downloads HTTP/1.0" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
120.248.223.189 - - [15/Aug/2023:03:46:42 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 501  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
